   0.0000000e+00   2.4625377e+07   8.3412726e-05   1.2633480e-04  -3.9545249e+03   8.2835933e-05   2.4624733e+07   9.5410316e+02  -1.3170016e-04   1.2637035e-04  -9.5410316e+02   2.4624733e+07   9.0185558e-05  -3.8901837e+03   1.3354557e-04  -9.1827778e-05   2.4624715e+07
   1.7453293e-02   1.0535485e+07  -1.2626770e+03   3.9663741e+02  -1.2795022e+03  -1.2348089e+03   1.0534837e+07  -4.7224364e+02  -7.4166210e+02   3.8214019e+02   4.7154039e+02   1.0534825e+07   1.3288866e+04  -1.2640554e+03   7.4965302e+02  -1.3284096e+04   1.0534807e+07
   3.4906586e-02   1.6145133e+05  -1.3129740e+03   2.6065389e+02   2.1414924e+02  -1.2800706e+03   1.6084734e+05  -1.5570470e+02  -1.5668049e+02   2.4252029e+02   1.4779786e+02   1.6081621e+05   2.2535817e+03   2.0299278e+02   1.6811077e+02  -2.2313933e+03   1.6083553e+05
   5.2359879e-02   3.2234749e+05  -1.1656072e+02   5.2321920e+00  -1.1275636e+02  -1.0290765e+02   3.2173982e+05   4.8571593e+02   4.2491969e+02  -3.9154327e+00  -4.9970891e+02   3.2174712e+05   2.6564030e+02  -1.1837049e+02  -4.2328164e+02  -2.7408733e+02   3.2176406e+05
   6.9813172e-02   3.9320632e+04  -1.6678847e+02   1.4852973e+01   4.8148605e+01  -1.5991764e+02   3.8675545e+04  -8.2330839e+01  -8.1303290e+01   2.1102788e+01   8.5972840e+01   3.8668687e+04  -8.7541548e+02   4.6651197e+01   8.6869790e+01   8.5906772e+02   3.8699241e+04
   8.7266465e-02   1.3758581e+05   1.3014314e+02  -4.5845181e+00   2.6505577e+01   1.2879706e+02   1.3694890e+05  -3.4368002e+01   6.0462081e+01   2.6322052e+00   4.1048770e+01   1.3694972e+05   1.2028637e+02   2.3824028e+01  -4.6369341e+01  -1.2353229e+02   1.3698371e+05
   1.0471976e-01   5.5265891e+04  -1.2627943e+02   1.0094974e+02   2.9632247e+01  -1.3509602e+02   5.4650108e+04  -1.0817741e+02  -2.1029276e+01   9.4754494e+01   9.9550069e+01   5.4645465e+04  -5.9648199e+02   2.8257794e+01   3.3687060e+01   6.1038462e+02   5.4668762e+04
   1.2217305e-01   6.7462447e+04  -1.9078430e+02   8.6216252e+01   1.1683811e+02  -1.8731761e+02   6.6837114e+04  -1.4065066e+02   1.7442890e+01   8.1629911e+01   1.3949502e+02   6.6833669e+04   4.9217632e+02   1.1964619e+02   3.2070453e+00  -4.8730802e+02   6.6864921e+04
   1.3962634e-01   4.5417888e+04   9.0323668e+01  -2.3361503e+01  -7.2386949e+01   8.6966269e+01   4.4772464e+04  -1.3509459e+02  -1.0887292e+02  -1.8788635e+01   1.3511146e+02   4.4777656e+04  -3.2729441e+02  -8.1845544e+01   1.1545704e+02   3.2203208e+02   4.4801040e+04
   1.5707964e-01   3.1734532e+04   1.1563343e+02  -8.5340142e+01  -8.2971782e+01   1.1662781e+02   3.1102251e+04  -7.0695329e+01  -8.2342578e+01  -7.1043914e+01   7.4432087e+01   3.1099904e+04   4.5196429e+02  -8.7355900e+01   8.9650766e+01  -4.3924724e+02   3.1130829e+04
   1.7453293e-01   3.3417145e+04  -2.9390123e+01  -4.5352626e+00   3.2570721e+01  -4.0786567e+01   3.2798762e+04   5.8034809e+01  -2.7437112e+01   3.7898721e+00  -5.9655365e+01   3.2795214e+04  -3.8032165e+02   3.5453235e+01   3.0904689e+01   3.7469988e+02   3.2842266e+04
   1.9198622e-01   1.4654956e+04  -2.6957272e+01  -3.9559866e+01   2.2757613e+01  -3.1922678e+01   1.4033759e+04   1.1482190e+00  -4.9517992e+01  -3.8382905e+01  -1.1011666e+00   1.4033961e+04   2.1451893e+02   2.4144296e+01   4.8063021e+01  -2.1912197e+02   1.4078733e+04
   2.0943952e-01   2.4435044e+04  -4.6475088e+01   9.1801946e+01  -7.8671770e+01  -4.2727262e+01   2.3804330e+04  -1.0259340e+02   1.2770972e+01   8.7291294e+01   1.0387410e+02   2.3813476e+04   4.7286488e-01  -8.4933757e+01  -1.3022282e+01   2.8004994e+00   2.3845009e+04
   2.2689281e-01   8.3191879e+03   5.8630330e+01   3.1856329e+01  -4.5524153e+01   6.1433566e+01   7.6759737e+03  -1.7566177e+01   2.0968819e+01   3.2462258e+01   2.6783363e+01   7.6802123e+03   8.8043796e+01  -4.8861365e+01  -1.2189264e+01  -8.4208523e+01   7.7192792e+03
   2.4434610e-01   1.7577697e+04  -1.4678437e+02   2.3677893e+01  -3.4864066e+00  -1.3114839e+02   1.6948001e+04  -1.0326690e+01   1.0757980e+01   1.9704839e+01   2.1991185e+01   1.6944421e+04  -1.2987764e+01   5.3383875e+00  -5.4020770e+00   1.8638112e+01   1.6983533e+04
   2.6179940e-01   6.2989263e+03   3.2740008e+01   7.7175616e+00   1.6003983e+01   3.4406889e+01   5.6668079e+03  -1.4072396e+01   5.3684692e+00   5.8545614e+00   1.2086104e+01   5.6673717e+03   2.4753431e+01   2.0028180e+01  -7.8041394e+00  -1.8047105e+01   5.7094377e+03
   2.7925269e-01   1.2605404e+04  -1.3745397e+02  -1.7674541e+01   4.2376798e+01  -1.3495659e+02   1.1973520e+04  -4.5535542e+01  -4.4975478e+01  -9.8485099e+00   3.9132067e+01   1.1974479e+04   9.5264428e+01   5.0361835e+01   3.7775523e+01  -9.8196160e+01   1.2036628e+04
   2.9670598e-01   6.0620449e+03  -4.2755443e+01  -6.5852679e+00  -1.5969261e+01  -3.6643967e+01   5.4283333e+03  -5.4772153e+00  -3.7339861e+01  -9.0761494e+00   1.7037560e+01   5.4203879e+03  -2.0677625e+01  -6.8032284e+00   3.8471757e+01   1.0352667e+01   5.5011874e+03
   3.1415927e-01   9.1279407e+03  -1.6053920e+02  -1.2753392e+01  -1.2492989e+00  -1.7078345e+02   8.4908848e+03  -1.7701917e+01  -1.9863441e+01  -1.3485196e+01   3.2272316e+01   8.4846078e+03   1.3282180e+02   8.3307693e-01   1.8345400e+01  -1.3139788e+02   8.5550891e+03
   3.3161257e-01   6.1239385e+03  -6.5923657e+01   2.7514669e+00  -1.5356932e+01  -7.2049534e+01   5.4876570e+03  -1.0103973e+01   2.1321470e+00   8.1333207e+00   4.9781386e+00   5.4807815e+03  -4.9536390e+01  -2.6370084e+01  -1.0854426e+01   6.0091041e+01   5.5466940e+03
   3.4906586e-01   6.5998038e+03  -1.5935277e+02  -1.7744614e+00   1.1828140e+00  -1.5701140e+02   5.9447447e+03   6.6911439e+00  -1.7035656e+01   4.7803925e+00  -2.1911123e+01   5.9365819e+03   1.1058541e+02  -6.9584136e+00   1.9185598e+01  -1.0064908e+02   6.0201480e+03
   3.6651915e-01   6.1558760e+03  -1.7009946e+02  -2.1777121e+01   2.4407795e+01  -1.6106638e+02   5.4971806e+03   6.4454309e+00   3.1921622e+01  -1.9691580e+01  -2.1598063e+01   5.4942927e+03  -1.5754927e+01   2.0320663e+01  -1.3874415e+01   2.0789714e+01   5.5805814e+03
   3.8397245e-01   5.3436413e+03  -1.5780700e+02   1.8646218e+00  -3.2668627e+00  -1.4809136e+02   4.6998448e+03  -1.2620415e+01  -2.0032358e+01   4.6262252e+00   1.1637500e+01   4.6850809e+03   8.4554040e+01  -4.7834550e+00   3.2248840e+01  -7.5135224e+01   4.7739373e+03
   4.0142574e-01   6.2624233e+03  -1.9818432e+02  -9.5694624e+00   7.0995150e+00  -1.9451365e+02   5.6052383e+03  -8.3249062e+00   1.0906083e+01  -8.2056531e+00   1.0839462e+01   5.6032947e+03  -3.9022867e+01   1.4276276e+01   3.1248836e+00   4.3433883e+01   5.6949605e+03
   4.1887903e-01   4.7437219e+03  -1.7951706e+02   2.5217092e+01   1.0007527e+01  -1.6952945e+02   4.0758832e+03  -1.7565365e+01   3.5214086e+01   1.8203772e+01   2.1401386e+01   4.0757324e+03   5.3558911e+01   8.4297164e+00  -2.6702396e+01  -5.8025597e+01   4.1773795e+03
   4.3633233e-01   5.7549411e+03  -2.2430466e+02   8.9802882e+00   1.1716615e+01  -2.2468169e+02   5.0888549e+03   1.3830217e+01   8.0726846e+00   5.5523834e+00  -1.0848528e+01   5.0858490e+03  -8.6151630e+00   6.0798679e+00  -4.4136157e+00   3.5515680e+00   5.1929516e+03
   4.5378562e-01   4.4473082e+03  -2.0687531e+02   6.3335453e+00  -3.2127344e+01  -2.0286877e+02   3.7792856e+03   2.5763757e+00  -1.1863642e+01   1.5654280e+01   1.1878097e+00   3.7716650e+03   3.4592878e+01  -2.9498855e+01   2.0555279e+01  -3.3934313e+01   3.8920260e+03
   4.7123891e-01   5.4910550e+03  -2.8411057e+02  -5.1831166e+00  -3.1000305e+01  -2.8223777e+02   4.8179733e+03   2.4456414e+01   1.6722976e+01  -2.6356800e+00  -2.6565607e+01   4.8098575e+03   3.0168910e+01  -2.0823255e+01  -1.9332759e+01  -2.2130895e+01   4.9403283e+03
   4.8869220e-01   4.4306112e+03  -2.5383830e+02   2.7918837e+00  -4.8558967e+00  -2.5486391e+02   3.7591505e+03   2.1779488e+01   4.3212249e+00  -5.0410408e-02  -2.3600272e+01   3.7491441e+03   1.1424142e+01   4.0303560e+00  -4.6868925e+00  -8.9446137e+00   3.8737119e+03
   5.0614550e-01   5.1305525e+03  -3.1663907e+02   4.8077520e+00   2.5554376e+01  -3.1352085e+02   4.4583572e+03   1.1816631e+01  -1.9166841e+01  -1.3928183e+00  -7.2881886e+00   4.4428333e+03   6.1201326e+01   2.7764717e+01   2.2016050e+01  -5.9661778e+01   4.5742901e+03
